Tabu,46.4955,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,46.8132,1-13-8-11-9-14-7-6-15-10-12-3-2-4-5-1,40950,796.348,
Tabu,51.7652,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,52.5315
Tabu,49.3564,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,51.8703,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,53.6253,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,50.9677,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,51.6887,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,55.3317,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,60.96,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,52.8855,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,46.8642,1-13-12-7-11-10-9-6-14-15-16-8-3-2-4-5-1,53760,811.578,
Tabu,70.0462,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,65.34292
Tabu,60.8091,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,61.8207,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,63.4228,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,73.6379,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,64.4791,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,60.1142,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,64.3546,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,69.4686,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,65.276,1-3-8-12-7-14-15-10-13-11-9-6-16-17-2-4-5-1,69360,872.093,
Tabu,89.3015,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,88.47101
Tabu,90.4568,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,86.5833,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,88.0257,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,90.4449,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,84.6521,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,88.9891,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,91.2851,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,86.9205,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,88.0511,1-18-3-8-12-9-6-7-14-15-13-10-11-16-17-2-4-5-1,88128,872.625,
Tabu,115.663,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,126.0835
Tabu,126.979,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,143.977,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,132.564,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,131.351,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,128.991,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,122.205,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,121.199,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,122.892,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
Tabu,115.014,1-5-4-2-3-9-6-8-12-13-15-10-11-14-7-19-16-17-18-1,110466,921.974,
